lesson_id,filename,script_text,voice_direction
kindergarten/RL.K.1,RL.K.1-Q1.mp3,<speak> Max the dog ran to the park. He played fetch with a red ball.<break time='400ms'/> <emphasis level='moderate'>What did Max play with?</emphasis><break time='400ms'/> A stick? <break time='400ms'/> A toy car? <break time='400ms'/> A red ball? <break time='400ms'/> or A bone? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q1-hint.mp3,<speak>Here's a hint! Look at the second sentence — what did Max play fetch with?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q2.mp3,<speak> Lily put on her yellow raincoat. She splashed in every puddle on the way to school.<break time='400ms'/> <emphasis level='moderate'>Where was Lily going?</emphasis><break time='400ms'/> To bed? <break time='400ms'/> To the store? <break time='400ms'/> To the park? <break time='400ms'/> or To school? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q2-hint.mp3,<speak>Here's a hint! Read the end of the second sentence carefully!</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q3.mp3,<speak> Today is Emma's birthday! She is turning 6. Her mom made a chocolate cake.<break time='400ms'/> <emphasis level='moderate'>How old is Emma turning?</emphasis><break time='400ms'/> 5? <break time='400ms'/> 7? <break time='400ms'/> 8? <break time='400ms'/> or 6? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q3-hint.mp3,<speak>Here's a hint! The story tells you a number — what is it?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q4.mp3,<speak> Sam found a tiny kitten under the porch. The kitten was gray with white paws. Sam named her Mittens.<break time='400ms'/> <emphasis level='moderate'>What color was the kitten?</emphasis><break time='400ms'/> Gray with white paws? <break time='400ms'/> All white? <break time='400ms'/> Black with white spots? <break time='400ms'/> or Orange and fluffy? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q4-hint.mp3,<speak>Here's a hint! The second sentence describes what the kitten looked like.</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q5.mp3,"<speak> Grandma and Ben planted sunflower seeds in the garden. They watered them every day. Soon, tall yellow flowers grew!<break time='400ms'/> <emphasis level='moderate'>Who helped Ben plant the seeds?</emphasis><break time='400ms'/> His dad? <break time='400ms'/> His teacher? <break time='400ms'/> His mom? <break time='400ms'/> or His grandma? <break time='400ms'/> What do you think?</speak>","Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.1,RL.K.1-Q5-hint.mp3,<speak>Here's a hint! Look at the very first word of the story!</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q1.mp3,"<speak> Bear was hungry. He looked in a tree and found honey. He ate it all up and felt happy.<break time='400ms'/> <emphasis level='moderate'>Which retelling is correct?</emphasis><break time='400ms'/> Bear found a fish and ate it.? <break time='400ms'/> Bear was hungry, found honey in a tree, and ate it.? <break time='400ms'/> Bear played with his friends.? <break time='400ms'/> or Bear went to sleep in a cave.? <break time='400ms'/> What do you think?</speak>","Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q1-hint.mp3,"<speak>Here's a hint! Which answer tells what happened in order — beginning, middle, and end?</speak>","Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q2.mp3,<speak> Frog wanted to cross the pond. He jumped on a lily pad. The lily pad floated him to the other side!<break time='400ms'/> <emphasis level='moderate'>What happened FIRST?</emphasis><break time='400ms'/> Frog went home? <break time='400ms'/> Frog wanted to cross the pond.? <break time='400ms'/> Frog jumped on a lily pad.? <break time='400ms'/> or Frog floated across? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q2-hint.mp3,<speak>Here's a hint! Think about what started the story — what did Frog want?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q3.mp3,"<speak> Mia forgot her lunch at home. Her friend Leo shared his sandwich with her. Mia said thank you.<break time='400ms'/> <emphasis level='moderate'>What is the BEST retelling?</emphasis><break time='400ms'/> Mia forgot her lunch, so Leo shared with her.? <break time='400ms'/> Leo forgot his lunch at home.? <break time='400ms'/> Mia brought two lunches to school.? <break time='400ms'/> or Mia ate lunch alone.? <break time='400ms'/> What do you think?</speak>","Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q3-hint.mp3,<speak>Here's a hint! A good retelling includes the problem AND how it was solved.</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q4.mp3,<speak> Turtle was slow but kept walking. Rabbit ran fast and took a nap. Turtle passed Rabbit and won the race!<break time='400ms'/> <emphasis level='moderate'>What happened at the END?</emphasis><break time='400ms'/> They both stopped? <break time='400ms'/> Turtle won the race.? <break time='400ms'/> Rabbit won the race.? <break time='400ms'/> or Turtle gave up? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q4-hint.mp3,<speak>Here's a hint! Read the last sentence — who crossed the finish line?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q5.mp3,<speak> It rained all morning. Then the sun came out. A beautiful rainbow appeared in the sky. All the kids cheered!<break time='400ms'/> <emphasis level='moderate'>What happened AFTER the sun came out?</emphasis><break time='400ms'/> The kids went inside.? <break time='400ms'/> It started raining again.? <break time='400ms'/> A rainbow appeared? <break time='400ms'/> or It got dark? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.2,RL.K.2-Q5-hint.mp3,<speak>Here's a hint! Look at what happened right after the sun came out.</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q1.mp3,<speak> Jake and his sister walked to school on Monday morning.<break time='400ms'/> <emphasis level='moderate'>WHO is in this story?</emphasis><break time='400ms'/> Jake and his sister? <break time='400ms'/> Jake and his teacher? <break time='400ms'/> Jake and his dog? <break time='400ms'/> or Jake and his mom? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q1-hint.mp3,<speak>Here's a hint! Characters are the people (or animals) IN the story.</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q2.mp3,<speak> Rosa built a sandcastle at the beach. The waves knocked it down!<break time='400ms'/> <emphasis level='moderate'>WHERE does this story take place?</emphasis><break time='400ms'/> At the park? <break time='400ms'/> At the beach? <break time='400ms'/> At school? <break time='400ms'/> or At home? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q2-hint.mp3,<speak>Here's a hint! The setting is WHERE the story happens. Look for a place!</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q3.mp3,<speak> Nora went to the circus with her dad. She saw a clown juggle five balls. Nora clapped and laughed.<break time='400ms'/> <emphasis level='moderate'>What is the MAJOR EVENT in this story?</emphasis><break time='400ms'/> Nora went to school.? <break time='400ms'/> Nora saw a clown juggle at the circus.? <break time='400ms'/> Nora ate dinner? <break time='400ms'/> or Nora went to bed.? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q3-hint.mp3,<speak>Here's a hint! A major event is the BIG thing that happened in the story.</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q4.mp3,<speak> Owl sat on a branch in the dark forest. He hooted at the moon.<break time='400ms'/> <emphasis level='moderate'>WHEN does this story happen?</emphasis><break time='400ms'/> In the afternoon? <break time='400ms'/> At lunchtime? <break time='400ms'/> In the morning? <break time='400ms'/> or At nighttime? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q4-hint.mp3,<speak>Here's a hint! What clues tell you the time? Think about 'dark' and 'moon.'</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q5.mp3,<speak> Lucy and her puppy Biscuit played in the backyard. Biscuit dug a hole and found an old bone!<break time='400ms'/> <emphasis level='moderate'>Who FOUND the bone?</emphasis><break time='400ms'/> Lucy's mom? <break time='400ms'/> Biscuit? <break time='400ms'/> A cat? <break time='400ms'/> or Lucy? <break time='400ms'/> What do you think?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
kindergarten/RL.K.3,RL.K.3-Q5-hint.mp3,<speak>Here's a hint! Read carefully — who was digging?</speak>,"Read this like a cheerful, clear elementary school teacher reading to a small child:"
