"lesson_id","filename","script_text","voice_direction"
"lessons/RF.2.3b","S1a","Sometimes two vowels work together.",""
"lessons/RF.2.3b","S1b","They make just one sound between them.",""
"lessons/RF.2.3b","S1c","Let us meet some vowel teams.",""
"lessons/RF.2.3b","S2a","EA says EE, like in eat or read.",""
"lessons/RF.2.3b","S2b","EE says EE too, like in bee or tree.",""
"lessons/RF.2.3b","S2c","Two different spellings, same sound!",""
"lessons/RF.2.3b","S3a","AI says AY, like in rain or train.",""
"lessons/RF.2.3b","S3b","OA says OH, like in boat or road.",""
"lessons/RF.2.3b","S4a","Here is a helpful trick.",""
"lessons/RF.2.3b","S4b","When two vowels walk together, the first one does the talking!",""
"lessons/RF.2.3b","S4c","Now you are ready to read vowel teams!",""
