"lesson_id","filename","script_text","voice_direction"
"lessons/RL.2.1","S1a","Great readers dig for clues in every story.",""
"lessons/RL.2.1","S1b","We ask smart questions and hunt for the answers.",""
"lessons/RL.2.1","S1c","Let us learn what to ask!",""
"lessons/RL.2.1","S2a","Detectives ask six big questions.",""
"lessons/RL.2.1","S2b","Who. What. Where. When.",""
"lessons/RL.2.1","S2c","And the hardest two. Why. And how!",""
"lessons/RL.2.1","S3a","Listen. Max the dog saw a red ball in the yard. He ran to fetch it.",""
"lessons/RL.2.1","S3b","Who? Max the dog!",""
"lessons/RL.2.1","S3c","What did he do? He ran to fetch the ball.",""
"lessons/RL.2.1","S3d","Where? In the yard! Answers right in the words.",""
"lessons/RL.2.1","S4a","Here is a helpful trick.",""
"lessons/RL.2.1","S4b","If you are not sure, look back at the words. The answer is usually hiding there.",""
"lessons/RL.2.1","S4c","Now you are ready to ask story detective questions!",""
