"lesson_id","filename","script_text","voice_direction"
"4th-grade/L.4.3","L.4.3-Q1","Which sentence is most precise?",""
"4th-grade/L.4.3","L.4.3-Q1-hint","Precise words paint a clearer picture!",""
"4th-grade/L.4.3","L.4.3-Q2","What is style in writing?",""
"4th-grade/L.4.3","L.4.3-Q2-hint","Style is the author's unique voice!",""
"4th-grade/L.4.3","L.4.3-Q3","Why might a writer use a short, snappy sentence?",""
"4th-grade/L.4.3","L.4.3-Q3-hint","Short sentences hit hard!",""
"4th-grade/L.4.3","L.4.3-Q4","Match the style: writing to a friend versus writing a book report. The friend version should be:",""
"4th-grade/L.4.3","L.4.3-Q4-hint","Friends like casual!",""
"4th-grade/L.4.3","L.4.3-Q5","Which word adds the strongest detail in: She felt ___?",""
"4th-grade/L.4.3","L.4.3-Q5-hint","Thrilled is more vivid than good!",""
