"lesson_id","filename","script_text","voice_direction"
"lessons/RI.2.9","S1a","Two fact books can be about the same topic.",""
"lessons/RI.2.9","S1b","But each author picks different details.",""
"lessons/RI.2.9","S1c","Reading both gives you a bigger picture.",""
"lessons/RI.2.9","S2a","Look for what both books agree on.",""
"lessons/RI.2.9","S2b","Those are the main points everyone knows.",""
"lessons/RI.2.9","S3a","Then look for what is special in each one.",""
"lessons/RI.2.9","S3b","One might share more pictures. The other more stories.",""
"lessons/RI.2.9","S3c","Both add to what you know!",""
"lessons/RI.2.9","S4a","Here is a helpful trick.",""
"lessons/RI.2.9","S4b","Make a two-column chart. Same on one, different on the other.",""
"lessons/RI.2.9","S4c","Now you are ready to compare two fact books!",""
