"lesson_id","filename","script_text","voice_direction"
"lessons/RF.1.2c","S1a","Listen! Every word has sounds in a special order.",""
"lessons/RF.1.2c","S1b","A first sound, a middle sound, and a last sound.",""
"lessons/RF.1.2c","S1c","Let us find each one!",""
"lessons/RF.1.2c","S2a","Here is the word map.",""
"lessons/RF.1.2c","S2b","The first sound is at the beginning.",""
"lessons/RF.1.2c","S2c","The middle sound is in the middle.",""
"lessons/RF.1.2c","S2d","And the last sound is at the end.",""
"lessons/RF.1.2c","S3a","Your turn. The word is sun.",""
"lessons/RF.1.2c","S3b","First sound.",""
"lessons/RF.1.2c","S3c","Middle sound.",""
"lessons/RF.1.2c","S3d","Last sound.",""
"lessons/RF.1.2c","S4a","Here is a helpful trick.",""
"lessons/RF.1.2c","S4b","Say the word slowly. Stretch each sound out.",""
"lessons/RF.1.2c","S4c","Now you are ready to find first, middle, and last sounds!",""
