"lesson_id","filename","script_text","voice_direction"
"lessons/L.2.3","S1a","The words you pick change how your message sounds.",""
"lessons/L.2.3","S1b","Some words sound friendly. Some sound formal.",""
"lessons/L.2.3","S2a","Formal words are for teachers, letters, and essays.",""
"lessons/L.2.3","S2b","Casual words are for friends and family.",""
"lessons/L.2.3","S2c","Thank you vs. Thanks. Both are nice. One is more formal.",""
"lessons/L.2.3","S3a","Stronger words paint a stronger picture.",""
"lessons/L.2.3","S3b","Instead of big, try enormous. Instead of sad, try heartbroken.",""
"lessons/L.2.3","S4a","Here is a helpful trick.",""
"lessons/L.2.3","S4b","Think about who will read your words. Then pick words that fit!",""
"lessons/L.2.3","S4c","Now you are ready to choose words to sound just right!",""
