"lesson_id","filename","script_text","voice_direction"
"3rd-grade/L.3.2","L.3.2-Q1","Which uses quotation marks correctly?",""
"3rd-grade/L.3.2","L.3.2-Q1-hint","Wrap the spoken words in quotation marks!",""
"3rd-grade/L.3.2","L.3.2-Q2","What punctuation is needed in a date like March 5 2026?",""
"3rd-grade/L.3.2","L.3.2-Q2-hint","Always put a comma between the day and year!",""
"3rd-grade/L.3.2","L.3.2-Q3","Which sentence is punctuated correctly?",""
"3rd-grade/L.3.2","L.3.2-Q3-hint","Use commas to separate items in a list!",""
"3rd-grade/L.3.2","L.3.2-Q4","Which is possessive (shows owning)?",""
"3rd-grade/L.3.2","L.3.2-Q4-hint","Apostrophe + S shows owning!",""
"3rd-grade/L.3.2","L.3.2-Q5","Where do quotation marks go in: She said hello?",""
"3rd-grade/L.3.2","L.3.2-Q5-hint","Spoken words go inside quotation marks!",""
