lesson_id,filename,script_text,voice_direction
feedback,correct-1.mp3,"<speak>Amazing!</speak>","Say this with genuine excitement and joy, like a cheerful elementary school teacher celebrating a child's success:"
feedback,correct-2.mp3,"<speak>Great job!</speak>","Say this with warm enthusiasm, like a proud teacher cheering on a student:"
feedback,correct-3.mp3,"<speak>You got it!</speak>","Say this with bright, happy energy, like a teacher thrilled the student figured it out:"
feedback,correct-4.mp3,"<speak>Nice catch!</speak>","Say this with playful excitement, like a fun teacher impressed by the student:"
feedback,correct-5.mp3,"<speak>Super smart!</speak>","Say this with genuine admiration and warmth, like a teacher who's really proud:"
feedback,incorrect-1.mp3,"<speak>Not quite! Let's try again.</speak>","Say this gently and encouragingly, like a kind teacher who wants the child to keep trying:"
feedback,incorrect-2.mp3,"<speak>Almost! You're so close.</speak>","Say this warmly and supportively, like a patient teacher encouraging a student:"
feedback,incorrect-3.mp3,"<speak>Good try! Keep going.</speak>","Say this with positive energy, like an upbeat teacher motivating a child:"
feedback,complete-perfect-1.mp3,"<speak>Perfect score! You're a reading superstar!</speak>","Say this with huge excitement and celebration, like a teacher throwing a mini party:"
feedback,complete-perfect-2.mp3,"<speak>Wow, you got every single one right! Incredible!</speak>","Say this with awe and pride, like a teacher genuinely amazed:"
feedback,complete-perfect-3.mp3,"<speak>Amazing work! You nailed it!</speak>","Say this with joyful celebration, like a teacher doing a happy dance:"
feedback,complete-good-1.mp3,"<speak>Great work! Almost perfect!</speak>","Say this with warm pride, like a teacher who's really pleased:"
feedback,complete-good-2.mp3,"<speak>So close to perfect! That was awesome!</speak>","Say this with encouraging enthusiasm, like a supportive teacher:"
feedback,complete-good-3.mp3,"<speak>Wonderful job! You're getting so good at this!</speak>","Say this with genuine warmth, like a teacher who sees real growth:"
feedback,complete-ok-1.mp3,"<speak>Nice effort! You're learning so much!</speak>","Say this with warm encouragement, like a kind teacher building confidence:"
feedback,complete-ok-2.mp3,"<speak>Good work! Keep practicing and you'll be a pro!</speak>","Say this with upbeat positivity, like an encouraging coach:"
feedback,complete-ok-3.mp3,"<speak>You're doing great! Every question makes you smarter!</speak>","Say this with cheerful motivation, like an inspiring teacher:"
feedback,complete-try-1.mp3,"<speak>Keep trying! You'll get it next time!</speak>","Say this with gentle, warm encouragement, like a patient teacher who believes in the child:"
feedback,complete-try-2.mp3,"<speak>Don't give up! Practice makes perfect!</speak>","Say this with kind, motivating energy, like a supportive teacher:"
feedback,complete-try-3.mp3,"<speak>Good effort! Let's try again and do even better!</speak>","Say this with bright optimism, like a cheerful teacher ready for round two:"
