"lesson_id","filename","script_text","voice_direction"
"lessons/RL.1.1","S1a","Great readers are like detectives. They look for clues in a story.",""
"lessons/RL.1.1","S1b","They ask questions and hunt for answers in the words.",""
"lessons/RL.1.1","S1c","Let us learn some detective questions to ask!",""
"lessons/RL.1.1","S2a","Good detectives ask five big questions.",""
"lessons/RL.1.1","S2b","Who is the story about?",""
"lessons/RL.1.1","S2c","What are they doing?",""
"lessons/RL.1.1","S2d","Where are they? And when?",""
"lessons/RL.1.1","S2e","And why did it happen?",""
"lessons/RL.1.1","S3a","Listen to this little story.",""
"lessons/RL.1.1","S3b","Bella picked three red apples from the tree. She put them in her basket.",""
"lessons/RL.1.1","S3c","Who is the story about? Bella!",""
"lessons/RL.1.1","S3d","What did she do? She picked apples.",""
"lessons/RL.1.1","S3e","How many apples? Three. We found the answer in the words!",""
"lessons/RL.1.1","S4a","Here is a helpful trick.",""
"lessons/RL.1.1","S4b","When you finish reading, go back and find the answer in the words.",""
"lessons/RL.1.1","S4c","Now you are ready to practice answering story questions!",""
