"lesson_id","filename","script_text","voice_direction"
"lessons/RL.2.3","S1a","When things happen in a story, characters react.",""
"lessons/RL.2.3","S1b","They might feel happy, scared, angry, or proud.",""
"lessons/RL.2.3","S1c","How a character reacts tells us who they are.",""
"lessons/RL.2.3","S2a","Sam broke his favorite toy. He was heartbroken.",""
"lessons/RL.2.3","S2b","Heartbroken shows how deep his feeling was.",""
"lessons/RL.2.3","S2c","Then his friend fixed it. He was overjoyed!",""
"lessons/RL.2.3","S3a","Big problems show how characters handle tough moments.",""
"lessons/RL.2.3","S3b","Maya had a huge pile of homework. She did not give up.",""
"lessons/RL.2.3","S3c","She is the kind of character who stays brave!",""
"lessons/RL.2.3","S4a","Here is a helpful trick.",""
"lessons/RL.2.3","S4b","When something happens, watch what the character does next. That is their reaction!",""
"lessons/RL.2.3","S4c","Now you are ready to describe how characters react!",""
