"lesson_id","filename","script_text","voice_direction"
"lessons/L.1.2","S1a","When we write, we follow a few important rules.",""
"lessons/L.1.2","S1b","The rules help our readers understand us.",""
"lessons/L.1.2","S1c","Let us learn two big ones.",""
"lessons/L.1.2","S2a","Every sentence starts with a capital letter.",""
"lessons/L.1.2","S2b","The dog runs. See the big T?",""
"lessons/L.1.2","S2c","Names also start with capitals. Maya, not maya.",""
"lessons/L.1.2","S3a","Every sentence ends with a mark.",""
"lessons/L.1.2","S3b","A period for telling. A question mark for asking. An exclamation mark for excited.",""
"lessons/L.1.2","S3c","Pick the mark that fits your sentence!",""
"lessons/L.1.2","S4a","Here is a helpful trick.",""
"lessons/L.1.2","S4b","When you write, check the start and the end of every sentence.",""
"lessons/L.1.2","S4c","Now you are ready to use capitals and periods!",""
