"lesson_id","filename","script_text","voice_direction"
"lessons/L.2.5b","S1a","Words can mean almost the same thing but have different strengths.",""
"lessons/L.2.5b","S1b","Like different shades of the same color.",""
"lessons/L.2.5b","S2a","Angry means upset.",""
"lessons/L.2.5b","S2b","Furious means very, very angry!",""
"lessons/L.2.5b","S3a","Happy. A small, warm feeling.",""
"lessons/L.2.5b","S3b","Joyful. A bigger, fuller feeling.",""
"lessons/L.2.5b","S3c","Thrilled. You are bursting with it!",""
"lessons/L.2.5b","S4a","Here is a helpful trick.",""
"lessons/L.2.5b","S4b","Ask: how strong is the feeling? Then pick the word that matches!",""
"lessons/L.2.5b","S4c","Now you are ready to pick the right shade of meaning!",""
