"lesson_id","filename","script_text","voice_direction"
"lessons/RI.2.5","S1a","Fact books have special parts called text features.",""
"lessons/RI.2.5","S1b","They help you find facts fast.",""
"lessons/RI.2.5","S1c","Let us meet them!",""
"lessons/RI.2.5","S2a","Headings are big words at the top of a section.",""
"lessons/RI.2.5","S2b","They tell you what that part is about.",""
"lessons/RI.2.5","S2c","Bold words are important vocabulary.",""
"lessons/RI.2.5","S3a","A caption tells you about a picture.",""
"lessons/RI.2.5","S3b","An index is at the back. It lists topics with page numbers.",""
"lessons/RI.2.5","S3c","Use the index like a shortcut!",""
"lessons/RI.2.5","S4a","Here is a helpful trick.",""
"lessons/RI.2.5","S4b","Before reading, flip through. Look at headings and pictures.",""
"lessons/RI.2.5","S4c","Now you are ready to find info fast!",""
