"lesson_id","filename","script_text","voice_direction"
"lessons/L.1.5","S1a","Words are not all alone. They connect to other words.",""
"lessons/L.1.5","S1b","Some words are opposites. Others mean almost the same thing.",""
"lessons/L.1.5","S1c","Let us explore!",""
"lessons/L.1.5","S2a","Opposites are words that mean very different things.",""
"lessons/L.1.5","S2b","Hot and cold. Big and small. Fast and slow.",""
"lessons/L.1.5","S2c","What is the opposite of hot? Cold!",""
"lessons/L.1.5","S3a","Some words mean almost the same thing.",""
"lessons/L.1.5","S3b","Happy. Glad. Cheerful. All feel about the same!",""
"lessons/L.1.5","S3c","We call those same family words!",""
"lessons/L.1.5","S4a","Here is a helpful trick.",""
"lessons/L.1.5","S4b","Ask, is this word the opposite, or is it close in meaning?",""
"lessons/L.1.5","S4c","Now you are ready to connect words!",""
