"lesson_id","filename","script_text","voice_direction"
"3rd-grade/L.3.1","L.3.1-Q1","Pick the right verb: Yesterday, I ___ to the park.",""
"3rd-grade/L.3.1","L.3.1-Q1-hint","Yesterday means past. The past of go is went!",""
"3rd-grade/L.3.1","L.3.1-Q2","Which sentence agrees correctly?",""
"3rd-grade/L.3.1","L.3.1-Q2-hint","Dogs is plural — use run, not runs.",""
"3rd-grade/L.3.1","L.3.1-Q3","What is the comparative form of fast?",""
"3rd-grade/L.3.1","L.3.1-Q3-hint","Add -er to compare two things!",""
"3rd-grade/L.3.1","L.3.1-Q4","Which is the superlative form of happy?",""
"3rd-grade/L.3.1","L.3.1-Q4-hint","Use -est when comparing three or more.",""
"3rd-grade/L.3.1","L.3.1-Q5","Which sentence uses the right verb tense?",""
"3rd-grade/L.3.1","L.3.1-Q5-hint","Now means present. Use am eating!",""
