"lesson_id","filename","script_text","voice_direction"
"2nd-grade/L.2.2","L.2.2-Q1","Which shows the dog owns the bone?",""
"2nd-grade/L.2.2","L.2.2-Q1-hint","Apostrophe + S shows one dog owns it!",""
"2nd-grade/L.2.2","L.2.2-Q2","What does can't mean?",""
"2nd-grade/L.2.2","L.2.2-Q2-hint","The apostrophe replaces the missing letters from cannot.",""
"2nd-grade/L.2.2","L.2.2-Q3","Which sentence uses commas correctly?",""
"2nd-grade/L.2.2","L.2.2-Q3-hint","Commas separate items in a list!",""
"2nd-grade/L.2.2","L.2.2-Q4","Let's is short for:",""
"2nd-grade/L.2.2","L.2.2-Q4-hint","The apostrophe replaces the U in us.",""
"2nd-grade/L.2.2","L.2.2-Q5","Where do you put a comma in a list?",""
"2nd-grade/L.2.2","L.2.2-Q5-hint","Commas live between each item to keep them apart!",""
